claim_id,policy_id,claim_date,incident_date,policy_start_date,policy_expiry_date,report_delay_days,vehicle_make,vehicle_model,vehicle_type,damage_type,damage_location,damage_severity,agent_channel,coverage_type,is_weekend_claim,has_prior_claims,car_driveable,vehicle_age_years,mileage,driver_age,prior_claims_count,customer_tenure_years,manufacture_year,typical_market_value_gbp,part_cost_index,vehicle_value,repair_estimate_gbp,repair_to_value_ratio,is_high_value_vehicle,pre_ml_decision,pre_ml_label,repair_decision
CLM004794,POL005793,2018-01-04,2018-01-04,2016-04-30,2017-04-30,0,Nissan,Qashqai,SUV,flood,multiple,minor,direct,third_party,False,True,True,7,135610,27,2,16,2011,27936.16,0.9,12291.91,720.0,0.0586,False,0.0,0.0,sent_to_garage
CLM004795,POL001784,2020-11-25,2020-11-10,2020-07-27,2021-07-27,15,Mercedes,E-Class,Hatchback,flood,roof,minor,phone,comprehensive,False,False,True,20,83392,30,0,16,2000,,,,,,False,0.0,0.0,sent_to_garage
CLM004796,POL001025,2019-05-16,2019-04-20,2017-12-15,2018-12-15,26,Vauxhall,Corsa,Estate,vandalism,side,moderate,direct,comprehensive,False,False,False,16,151408,66,2,3,2003,,,,,,False,0.0,0.0,sent_to_garage
CLM004798,POL002706,2016-11-04,2016-10-11,2014-10-15,2015-10-15,24,Audi,Q5,Van,vandalism,rear,minor,app,third_party,False,False,True,9,82173,49,1,18,2007,46622.56,1.813,13054.32,815.85,0.0625,False,0.0,0.0,sent_to_garage
CLM004800,POL004281,2021-04-29,2021-04-26,2014-07-12,2015-07-12,3,Hyundai,i10,Sedan,vandalism,multiple,severe,phone,third_party_fire_theft,False,False,True,20,50242,45,0,10,2001,,,,,,False,1.0,1.0,scrapped_by_handler
CLM004801,POL002467,2021-10-18,2021-10-12,2013-08-05,2014-08-05,6,Audi,Q3,Van,vandalism,side,moderate,direct,comprehensive,False,True,True,13,91284,36,0,7,2008,35147.28,1.771,3514.73,2656.5,0.7558,False,0.0,1.0,sent_to_garage
CLM004803,POL000261,2016-06-21,2016-06-11,2015-03-20,2016-03-19,10,Honda,CR-V,SUV,theft_damage,multiple,moderate,online,comprehensive,False,False,True,20,138571,48,1,12,1996,,,,,,False,0.0,0.0,sent_to_garage
CLM004805,POL004601,2018-12-25,2018-12-24,2016-03-21,2017-03-21,1,Vauxhall,Astra,Estate,collision,roof,moderate,direct,third_party_fire_theft,False,False,True,3,167761,37,2,15,2015,17190.94,0.754,13065.11,1885.0,0.1443,False,0.0,0.0,sent_to_garage
CLM004806,POL004121,2021-11-08,2021-10-24,2018-07-24,2019-07-24,15,Honda,CR-V,SUV,flood,rear,severe,app,comprehensive,False,True,True,17,2836,67,0,12,2004,28632.53,0.915,2863.25,4117.5,1.4381,False,1.0,1.0,scrapped_by_handler
CLM004807,POL002308,2018-08-24,2018-07-26,2018-05-08,2019-05-08,29,Volkswagen,Polo,Sedan,vandalism,front,moderate,phone,comprehensive,False,True,True,0,112074,51,0,19,2018,16399.97,0.892,16399.97,1784.0,0.1088,False,0.0,0.0,sent_to_garage
CLM004808,POL003359,2019-07-26,2019-07-19,2016-10-17,2017-10-17,7,Mercedes,C-Class,SUV,flood,side,minor,app,comprehensive,False,False,True,0,147753,28,0,17,2019,41897.67,1.852,41897.67,740.8,0.0177,True,0.0,0.0,sent_to_garage
CLM004813,POL002867,2020-11-05,2020-10-31,2020-10-26,2021-10-26,5,BMW,5 Series,SUV,vandalism,front,minor,direct,comprehensive,False,True,False,12,197003,54,1,16,2008,45162.31,1.902,4516.23,951.0,0.2106,False,0.0,0.0,sent_to_garage
CLM004814,POL005480,2020-09-30,2020-09-23,2018-09-30,2019-09-30,7,Volkswagen,Tiguan,Sedan,theft_damage,side,moderate,online,comprehensive,False,False,True,6,2046,54,0,2,2014,33461.85,1.113,17400.16,1669.5,0.0959,False,0.0,0.0,sent_to_garage
CLM004816,POL000090,2017-11-10,2017-10-31,2016-01-30,2017-01-29,10,Ford,Kuga,Van,fire,front,severe,online,comprehensive,False,False,True,8,135616,51,0,9,2009,29283.97,0.899,10542.23,4495.0,0.4264,False,0.0,1.0,sent_to_garage
CLM004818,POL002827,2021-11-03,2021-10-06,2014-09-05,2015-09-05,28,Volkswagen,Golf,SUV,theft_damage,rear,minor,broker,comprehensive,False,False,False,0,46173,46,1,9,2021,24604.82,1.013,24604.82,455.85,0.0185,True,0.0,0.0,sent_to_garage
CLM004819,POL003053,2021-07-18,2021-06-20,2014-11-23,2015-11-23,28,Volkswagen,Polo,Motorbike,flood,rear,moderate,app,comprehensive,True,False,True,6,169697,23,1,8,2015,16084.97,0.908,8364.18,1634.4,0.1954,False,0.0,0.0,sent_to_garage
CLM004820,POL003120,2021-04-28,2021-04-06,2016-05-17,2017-05-17,22,Hyundai,i20,Van,collision,side,moderate,app,comprehensive,False,True,True,8,59260,53,1,16,2013,16737.0,0.79,6025.32,1185.0,0.1967,False,0.0,0.0,sent_to_garage
CLM004823,POL003755,2016-11-07,2016-11-05,2012-01-18,2013-01-17,2,Nissan,Qashqai,Sedan,theft_damage,rear,moderate,phone,third_party_fire_theft,False,False,False,18,70752,40,1,19,1998,,,,,,False,0.0,1.0,sent_to_garage
CLM004829,POL004443,2016-05-20,2016-05-04,2014-09-29,2015-09-29,16,Nissan,Qashqai,Sedan,collision,rear,minor,broker,comprehensive,False,True,True,18,156497,17,1,11,1998,,,,,,False,0.0,0.0,sent_to_garage
CLM004830,POL005133,2021-09-02,2021-08-13,2014-03-27,2015-03-27,20,Hyundai,Tucson,Motorbike,vandalism,front,minor,broker,comprehensive,False,False,True,16,138573,54,2,14,2005,29371.5,0.858,2937.15,429.0,0.1461,False,0.0,0.0,sent_to_garage
CLM004833,POL003853,2020-12-10,2020-12-09,2018-06-30,2019-06-30,1,Hyundai,Tucson,Estate,theft_damage,side,minor,phone,comprehensive,False,False,False,3,95460,56,1,7,2017,28742.07,0.87,21843.97,348.0,0.0159,True,0.0,0.0,sent_to_garage
CLM004836,POL004668,2016-01-09,2015-12-16,2012-09-01,2013-09-01,24,Volkswagen,Tiguan,Estate,theft_damage,roof,minor,app,third_party,True,True,True,9,14841,48,2,16,2007,35044.56,1.096,9812.48,657.6,0.067,False,0.0,0.0,sent_to_garage
CLM004838,POL000061,2021-09-26,2021-09-25,2012-05-22,2013-05-22,1,BMW,X5,Estate,vandalism,side,moderate,app,comprehensive,True,False,True,12,22091,48,1,9,2009,62520.11,2.042,6252.01,3063.0,0.4899,False,0.0,0.0,sent_to_garage
CLM004839,POL000695,2021-02-28,2021-02-05,2012-08-10,2013-08-10,23,Hyundai,i20,SUV,theft_damage,side,severe,direct,comprehensive,True,False,False,3,195606,42,0,15,2018,16600.86,0.77,12616.65,3080.0,0.2441,False,0.0,1.0,sent_to_garage
CLM004840,POL000881,2017-08-09,2017-07-24,2012-08-03,2013-08-03,16,BMW,X5,Van,flood,rear,moderate,app,third_party_fire_theft,False,False,True,17,158184,38,0,16,2000,,,,,,False,0.0,1.0,sent_to_garage
CLM004842,POL002400,2018-08-28,2018-08-11,2016-01-13,2017-01-12,17,Toyota,Corolla,Hatchback,vandalism,roof,moderate,direct,comprehensive,False,True,False,15,109753,65,0,9,2003,,,,,,False,0.0,0.0,sent_to_garage
CLM004843,POL001553,2019-10-05,2019-09-28,2012-04-08,2013-04-08,7,Honda,Civic,Estate,vandalism,roof,moderate,online,comprehensive,True,False,True,17,193990,44,2,2,2002,,,,,,False,0.0,0.0,sent_to_garage
CLM004844,POL002423,2018-09-04,2018-08-16,2014-10-24,2015-10-24,19,Vauxhall,Astra,Van,vandalism,rear,moderate,direct,comprehensive,False,False,True,5,29287,38,3,2,2013,18684.68,0.752,11210.81,1353.6,0.1207,False,0.0,0.0,sent_to_garage
CLM004846,POL001703,2020-05-07,2020-04-28,2013-08-17,2014-08-17,9,Volkswagen,Tiguan,SUV,fire,rear,minor,phone,third_party_fire_theft,False,False,True,15,120589,51,0,3,2005,35217.6,1.074,3521.76,483.3,0.1372,False,0.0,1.0,sent_to_garage
CLM004847,POL000779,2017-01-09,2016-12-17,2012-04-11,2013-04-11,23,Mercedes,C-Class,SUV,theft_damage,roof,severe,phone,third_party,False,False,False,17,29134,52,1,10,2000,,,,,,False,1.0,1.0,scrapped_by_handler
CLM004848,POL003704,2016-02-05,2016-02-05,2014-03-01,2015-03-01,0,Nissan,Qashqai,Motorbike,collision,side,minor,online,third_party_fire_theft,False,False,False,5,46231,46,0,17,2011,27936.16,0.9,16761.7,360.0,0.0215,False,0.0,0.0,sent_to_garage
CLM004850,POL004379,2018-02-14,2018-01-18,2016-10-22,2017-10-22,27,Toyota,Yaris,SUV,vandalism,roof,minor,online,comprehensive,False,True,True,0,11819,35,1,5,2018,14331.75,0.806,14331.75,483.6,0.0337,False,0.0,0.0,sent_to_garage
CLM004852,POL004130,2016-04-05,2016-03-08,2015-08-24,2016-08-23,28,Vauxhall,Corsa,Sedan,flood,roof,moderate,direct,comprehensive,False,False,True,6,54233,28,0,3,2010,12493.82,0.705,6496.79,1762.5,0.2713,False,0.0,0.0,sent_to_garage
CLM004854,POL000708,2021-11-08,2021-10-25,2019-05-29,2020-05-28,14,BMW,1 Series,SUV,collision,multiple,minor,phone,third_party_fire_theft,False,True,True,1,61226,50,1,9,2020,27251.39,1.703,25071.28,1362.4,0.0543,True,0.0,0.0,sent_to_garage
CLM004855,POL000490,2018-01-08,2018-01-03,2017-06-25,2018-06-25,5,Volkswagen,Golf,SUV,collision,roof,minor,online,comprehensive,False,True,False,10,150378,29,2,5,2008,25684.3,1.022,5136.86,613.2,0.1194,False,0.0,0.0,sent_to_garage
CLM004857,POL002615,2018-09-05,2018-08-26,2013-06-11,2014-06-11,10,BMW,1 Series,Sedan,theft_damage,rear,moderate,phone,comprehensive,False,True,True,15,28609,47,0,2,2003,,,,,,False,0.0,0.0,sent_to_garage
CLM004859,POL000132,2021-05-24,2021-05-02,2014-11-16,2015-11-16,22,Vauxhall,Astra,Hatchback,theft_damage,front,minor,phone,third_party,False,True,True,1,172784,68,1,0,2020,18199.39,0.752,16743.44,376.0,0.0225,False,0.0,0.0,sent_to_garage
CLM004860,POL001574,2020-01-14,2020-01-05,2018-09-22,2019-09-22,9,Mercedes,GLC,Hatchback,fire,side,minor,broker,comprehensive,False,False,True,0,106627,32,1,19,2020,49299.71,1.955,49299.71,782.0,0.0159,True,0.0,0.0,sent_to_garage
CLM004861,POL002854,2016-07-11,2016-06-26,2012-01-18,2013-01-17,15,Ford,Kuga,Hatchback,flood,roof,moderate,app,comprehensive,False,True,True,4,62078,34,0,3,2012,29225.91,0.904,19873.62,2260.0,0.1137,True,0.0,0.0,sent_to_garage
CLM004862,POL005005,2018-05-05,2018-04-30,2014-08-24,2015-08-24,5,Vauxhall,Mokka,Motorbike,collision,roof,minor,app,comprehensive,True,False,True,14,195367,25,1,0,2004,20927.43,0.814,2092.74,488.4,0.2334,False,0.0,1.0,sent_to_garage
CLM004863,POL001533,2016-07-10,2016-06-18,2013-09-18,2014-09-18,22,Vauxhall,Mokka,Estate,collision,multiple,minor,broker,comprehensive,True,True,True,2,108816,39,0,12,2014,22531.78,0.811,18926.7,648.8,0.0343,True,0.0,1.0,sent_to_garage
CLM004865,POL003740,2016-11-25,2016-10-30,2013-06-11,2014-06-11,26,Hyundai,i20,Sedan,vandalism,roof,moderate,broker,comprehensive,False,True,True,2,98053,26,1,0,2014,16668.58,0.803,14001.61,2007.5,0.1434,False,0.0,0.0,sent_to_garage
CLM004866,POL000651,2017-01-06,2017-01-01,2016-06-29,2017-06-29,5,Vauxhall,Mokka,SUV,theft_damage,rear,minor,online,comprehensive,False,False,True,17,123417,54,4,4,2000,,,,,,False,0.0,0.0,sent_to_garage
CLM004867,POL001657,2017-02-13,2017-01-24,2014-07-17,2015-07-17,20,Vauxhall,Insignia,Sedan,collision,front,moderate,direct,comprehensive,False,False,True,2,142330,52,1,8,2015,26148.33,0.858,21964.6,1716.0,0.0781,True,0.0,0.0,sent_to_garage
CLM004871,POL002448,2016-08-30,2016-08-01,2013-06-01,2014-06-01,29,BMW,1 Series,Motorbike,collision,side,moderate,online,comprehensive,False,False,True,13,133389,56,1,11,2003,,,,,,False,0.0,0.0,sent_to_garage
CLM004872,POL001381,2020-07-14,2020-06-19,2014-05-27,2015-05-27,25,Mercedes,GLC,Estate,flood,rear,moderate,app,comprehensive,False,True,True,6,171595,35,0,13,2014,48604.75,1.915,25274.47,3447.0,0.1364,True,0.0,0.0,sent_to_garage
CLM004874,POL003301,2016-11-13,2016-10-29,2013-08-01,2014-08-01,15,Toyota,Yaris,Sedan,fire,rear,minor,online,comprehensive,True,True,True,13,643,55,0,20,2003,,,,,,False,0.0,0.0,sent_to_garage
CLM004876,POL003131,2016-02-29,2016-02-16,2012-07-20,2013-07-20,13,Vauxhall,Insignia,Sedan,vandalism,front,minor,broker,comprehensive,False,False,False,14,142922,41,0,2,2002,,,,,,False,0.0,1.0,sent_to_garage
CLM004878,POL003843,2020-11-24,2020-11-20,2012-06-02,2013-06-02,4,Audi,A3,Hatchback,theft_damage,rear,minor,phone,comprehensive,False,False,True,11,115264,17,1,1,2009,30817.06,1.719,3698.05,773.55,0.2092,False,0.0,0.0,sent_to_garage
CLM004880,POL002053,2019-09-22,2019-08-26,2015-03-15,2016-03-14,27,BMW,X3,SUV,theft_damage,front,minor,app,comprehensive,True,True,False,7,157674,37,0,15,2012,48311.76,1.858,21257.17,929.0,0.0437,True,0.0,1.0,sent_to_garage
CLM004883,POL003404,2018-12-03,2018-11-11,2018-05-09,2019-05-09,22,Volkswagen,Tiguan,Hatchback,theft_damage,side,moderate,direct,comprehensive,False,True,False,13,108737,69,0,16,2005,35217.6,1.074,3521.76,1611.0,0.4574,False,0.0,0.0,sent_to_garage
CLM004884,POL001922,2021-10-12,2021-10-05,2020-08-11,2021-08-11,7,Audi,Q3,Estate,collision,rear,moderate,phone,third_party,False,True,False,1,145773,45,1,8,2020,36483.56,1.786,33564.88,3214.8,0.0958,True,0.0,1.0,sent_to_garage
CLM004885,POL004856,2020-02-23,2020-02-03,2014-04-03,2015-04-03,20,Volkswagen,Tiguan,Van,flood,multiple,minor,direct,comprehensive,True,False,True,20,90478,17,0,5,2000,,,,,,False,0.0,0.0,sent_to_garage
CLM004886,POL004775,2019-11-20,2019-11-01,2017-02-14,2018-02-14,19,BMW,1 Series,Sedan,vandalism,side,moderate,direct,comprehensive,False,True,True,19,64246,24,0,9,2000,,,,,,False,0.0,0.0,sent_to_garage
CLM004888,POL003925,2018-01-12,2017-12-22,2017-02-01,2018-02-01,21,Hyundai,i10,Sedan,theft_damage,rear,minor,direct,third_party_fire_theft,False,False,True,12,188191,39,0,19,2006,11961.88,0.737,1196.19,331.65,0.2773,False,0.0,0.0,sent_to_garage
CLM004889,POL002224,2017-01-28,2017-01-03,2015-08-19,2016-08-18,25,Volkswagen,Polo,Motorbike,theft_damage,rear,moderate,online,comprehensive,True,True,True,12,125676,17,3,0,2005,16683.94,0.897,1668.39,1614.6,0.9678,False,1.0,1.0,scrapped_by_handler
CLM004890,POL006976,2020-04-28,2020-04-04,2015-09-13,2016-09-12,24,Ford,Fiesta,Estate,theft_damage,multiple,minor,direct,comprehensive,False,False,True,8,32737,65,0,7,2012,12065.5,0.73,4343.58,584.0,0.1345,False,0.0,1.0,sent_to_garage
CLM004892,POL001585,2017-06-19,2017-06-07,2013-03-23,2014-03-23,12,Nissan,Micra,Van,theft_damage,rear,minor,app,comprehensive,False,True,False,7,93370,35,2,19,2010,13120.84,0.767,5773.17,345.15,0.0598,False,0.0,0.0,sent_to_garage
CLM004893,POL002497,2019-01-23,2019-01-13,2019-01-14,2020-01-14,10,Nissan,Leaf,Sedan,theft_damage,front,severe,phone,third_party,False,False,True,9,143828,47,0,16,2010,29789.87,0.996,8341.16,4980.0,0.597,False,0.0,1.0,sent_to_garage
CLM004895,POL003908,2020-04-16,2020-04-05,2019-05-15,2020-05-14,11,Nissan,Qashqai,Motorbike,collision,multiple,minor,broker,third_party,False,False,True,8,79791,18,0,10,2012,27740.61,0.904,9986.62,723.2,0.0724,False,0.0,0.0,sent_to_garage
CLM004896,POL002716,2021-06-14,2021-06-06,2020-01-29,2021-01-28,8,Toyota,Yaris,Estate,theft_damage,roof,severe,online,comprehensive,False,False,True,8,101248,62,0,1,2013,15367.78,0.806,5532.4,4836.0,0.8741,False,0.0,1.0,sent_to_garage
CLM004897,POL001248,2020-10-01,2020-09-22,2016-12-03,2017-12-03,9,Vauxhall,Insignia,Estate,fire,multiple,minor,broker,third_party,False,True,True,0,71633,30,0,1,2020,26205.92,0.873,26205.92,698.4,0.0267,True,0.0,1.0,sent_to_garage
CLM004900,POL004475,2020-01-17,2020-01-07,2017-08-13,2018-08-13,10,Honda,Jazz,Van,collision,side,minor,direct,comprehensive,False,True,False,14,152559,20,1,18,2006,15282.27,0.859,1528.23,343.6,0.2248,False,0.0,0.0,sent_to_garage
CLM004901,POL002817,2019-11-19,2019-10-29,2018-10-27,2019-10-27,21,Hyundai,Tucson,Van,fire,side,moderate,phone,comprehensive,False,False,True,4,91800,34,0,7,2015,27524.56,0.89,18716.7,1335.0,0.0713,True,0.0,0.0,sent_to_garage
CLM004902,POL001630,2018-07-04,2018-06-24,2013-06-20,2014-06-20,10,Mercedes,C-Class,Hatchback,vandalism,rear,minor,phone,comprehensive,False,False,True,1,38790,60,1,2,2017,38387.24,1.951,35316.26,877.95,0.0249,True,0.0,0.0,sent_to_garage
CLM004903,POL001016,2019-12-29,2019-12-26,2013-11-29,2014-11-29,3,Honda,Jazz,Motorbike,collision,front,severe,online,comprehensive,True,True,True,17,151934,43,1,18,2002,,,,,,False,1.0,1.0,scrapped_by_handler
CLM004905,POL004011,2020-07-06,2020-06-13,2015-02-20,2016-02-20,23,Honda,CR-V,Sedan,theft_damage,rear,minor,phone,third_party_fire_theft,False,False,False,6,64126,36,0,15,2014,29576.02,0.915,15379.53,411.75,0.0268,False,0.0,0.0,sent_to_garage
CLM004907,POL004966,2019-10-07,2019-09-16,2013-03-11,2014-03-11,21,Audi,A4,SUV,collision,multiple,moderate,phone,comprehensive,False,False,True,20,88260,17,1,15,1999,,,,,,False,0.0,0.0,sent_to_garage
CLM004910,POL001224,2020-10-01,2020-09-23,2013-02-14,2014-02-14,8,Mercedes,GLC,Van,collision,rear,moderate,app,comprehensive,False,False,True,7,185859,17,2,4,2013,49979.75,1.954,21991.09,3517.2,0.1599,True,0.0,0.0,sent_to_garage
CLM004913,POL002188,2017-06-04,2017-05-10,2012-03-18,2013-03-18,25,BMW,3 Series,Sedan,vandalism,rear,minor,app,comprehensive,True,True,True,20,66882,36,0,6,1997,,,,,,False,0.0,1.0,sent_to_garage
CLM004914,POL005492,2018-01-18,2017-12-27,2012-08-03,2013-08-03,22,Volkswagen,Golf,Motorbike,fire,front,minor,broker,third_party,False,True,True,6,59246,48,4,20,2012,23761.25,1.001,12355.85,500.5,0.0405,False,0.0,1.0,sent_to_garage
CLM004916,POL004602,2019-08-13,2019-07-27,2013-11-27,2014-11-27,17,Nissan,Qashqai,SUV,flood,front,moderate,app,third_party_fire_theft,False,False,False,19,83428,39,1,2,2000,,,,,,False,0.0,1.0,sent_to_garage
CLM004917,POL004229,2018-10-17,2018-09-19,2014-02-02,2015-02-02,28,Volkswagen,Passat,Van,collision,rear,moderate,online,comprehensive,False,False,True,15,187118,56,1,9,2003,,,,,,False,0.0,0.0,sent_to_garage
CLM004919,POL005198,2021-06-02,2021-05-16,2015-10-29,2016-10-28,17,Ford,Kuga,Hatchback,theft_damage,front,severe,phone,third_party,False,False,False,10,171294,41,4,11,2011,27962.64,0.899,5592.53,4495.0,0.8038,False,0.0,1.0,sent_to_garage
CLM004920,POL002304,2017-03-13,2017-03-10,2017-02-27,2018-02-27,3,Audi,A6,Sedan,vandalism,multiple,minor,app,comprehensive,False,True,False,3,3047,59,1,9,2014,49144.85,1.889,37350.09,1511.2,0.0405,True,0.0,0.0,sent_to_garage
CLM004921,POL002201,2016-10-28,2016-09-28,2016-10-02,2017-10-02,30,Vauxhall,Astra,SUV,flood,rear,minor,app,comprehensive,False,True,False,7,133483,65,0,19,2009,18013.13,0.772,7925.78,347.4,0.0438,False,0.0,0.0,sent_to_garage
CLM004924,POL004968,2019-03-04,2019-02-25,2016-08-12,2017-08-12,7,BMW,X5,SUV,theft_damage,front,severe,app,comprehensive,False,True,True,3,145953,30,1,3,2016,66828.41,1.953,50789.59,9765.0,0.1923,True,0.0,0.0,sent_to_garage
CLM004926,POL001928,2017-02-16,2017-01-18,2014-08-29,2015-08-29,29,BMW,3 Series,Hatchback,collision,front,moderate,phone,comprehensive,False,False,False,18,11644,55,0,6,1999,,,,,,False,0.0,0.0,sent_to_garage
CLM004928,POL002739,2016-09-17,2016-09-10,2016-02-02,2017-02-01,7,Mercedes,C-Class,Motorbike,theft_damage,side,severe,app,comprehensive,True,True,False,11,152007,17,2,3,2005,39699.92,1.885,4763.99,7540.0,1.5827,False,1.0,1.0,scrapped_by_handler
CLM004929,POL004047,2021-09-21,2021-08-28,2020-07-20,2021-07-20,24,Toyota,Camry,Hatchback,fire,front,severe,direct,third_party_fire_theft,False,False,True,15,139371,17,2,13,2006,29907.98,0.862,2990.8,4310.0,1.4411,False,1.0,1.0,scrapped_by_handler
CLM004931,POL004279,2021-07-28,2021-07-01,2012-11-26,2013-11-26,27,Ford,Fiesta,Estate,fire,front,moderate,online,comprehensive,False,True,True,0,52481,45,1,18,2021,11963.47,0.736,11963.47,1472.0,0.123,False,0.0,0.0,sent_to_garage
CLM004933,POL004448,2019-02-04,2019-01-18,2012-05-03,2013-05-03,17,Mercedes,E-Class,Estate,flood,rear,moderate,phone,third_party,False,False,True,5,71792,35,1,15,2014,54414.74,1.951,32648.84,3511.8,0.1076,True,0.0,0.0,sent_to_garage
CLM004934,POL001417,2018-08-04,2018-07-31,2017-04-26,2018-04-26,4,Ford,Kuga,Estate,fire,multiple,minor,phone,comprehensive,True,True,True,12,73331,28,0,14,2006,27077.66,0.923,2707.77,738.4,0.2727,False,0.0,1.0,sent_to_garage
CLM004935,POL003564,2018-05-24,2018-05-06,2018-04-11,2019-04-11,18,Audi,Q5,Motorbike,fire,rear,moderate,phone,third_party,False,True,False,3,195199,39,0,18,2015,47163.7,1.802,35844.41,3243.6,0.0905,True,0.0,0.0,sent_to_garage
CLM004936,POL000869,2017-01-17,2017-01-06,2012-03-07,2013-03-07,11,Ford,Fiesta,Hatchback,vandalism,side,severe,online,comprehensive,False,False,False,12,116992,30,1,5,2005,12430.32,0.759,1243.03,3036.0,2.0,False,1.0,1.0,scrapped_by_handler
CLM004937,POL002055,2018-06-30,2018-06-24,2017-03-10,2018-03-10,6,Mercedes,C-Class,Estate,collision,side,moderate,direct,comprehensive,True,False,True,15,191662,37,1,13,2003,,,,,,False,0.0,0.0,sent_to_garage
CLM004938,POL004091,2018-03-23,2018-02-27,2012-10-28,2013-10-28,24,Vauxhall,Corsa,Sedan,collision,front,minor,app,third_party,False,True,True,19,173948,75,1,13,1999,,,,,,False,0.0,0.0,sent_to_garage
CLM004940,POL001061,2017-12-01,2017-11-25,2015-03-28,2016-03-27,6,Honda,HR-V,SUV,theft_damage,multiple,severe,direct,comprehensive,False,True,True,11,88793,31,1,19,2006,25986.28,0.908,3118.35,7264.0,2.0,False,1.0,1.0,scrapped_by_handler
CLM004941,POL004847,2017-06-29,2017-05-31,2015-09-26,2016-09-25,29,Volkswagen,Golf,Van,theft_damage,multiple,moderate,phone,third_party,False,True,True,18,108174,32,0,1,1999,,,,,,False,0.0,0.0,sent_to_garage
CLM004943,POL003361,2020-11-02,2020-10-18,2012-12-18,2013-12-18,15,BMW,X5,Hatchback,fire,roof,minor,phone,third_party_fire_theft,False,False,True,10,67643,17,1,13,2010,65890.98,1.955,13178.2,1173.0,0.089,False,0.0,0.0,sent_to_garage
CLM004944,POL006395,2017-12-09,2017-11-30,2013-09-04,2014-09-04,9,Ford,Focus,SUV,fire,side,moderate,direct,third_party,True,True,True,2,168302,50,1,11,2015,18242.49,0.803,15323.69,1204.5,0.0786,False,0.0,0.0,sent_to_garage
CLM004946,POL004522,2017-12-11,2017-11-22,2014-05-26,2015-05-26,19,Mercedes,GLC,Van,fire,roof,moderate,direct,third_party_fire_theft,False,True,True,10,137690,49,0,3,2007,46587.94,2.006,9317.59,5015.0,0.5382,False,0.0,0.0,sent_to_garage
CLM004948,POL004422,2016-04-16,2016-03-28,2012-09-03,2013-09-03,19,BMW,X3,SUV,vandalism,rear,minor,direct,comprehensive,True,True,True,12,118396,32,0,5,2004,46056.46,1.875,4605.65,843.75,0.1832,False,0.0,0.0,sent_to_garage
CLM004949,POL003702,2021-04-23,2021-03-31,2021-01-05,2022-01-05,23,Ford,Fiesta,Van,fire,front,moderate,direct,comprehensive,False,False,True,8,166332,39,1,18,2013,12393.16,0.756,4461.54,1512.0,0.3389,False,0.0,1.0,sent_to_garage
CLM004950,POL003903,2021-05-15,2021-05-01,2018-08-06,2019-08-06,14,Vauxhall,Insignia,Hatchback,vandalism,rear,moderate,app,comprehensive,True,False,False,7,18488,43,0,9,2014,23862.93,0.849,10499.69,1528.2,0.1455,False,0.0,0.0,sent_to_garage
